Episode,Epsilon,Reward,Mean_Reward,Time
0.0,1.0,-183.38526714717452,-183.38526714717452,82.0
1.0,0.995,-288.8922757180818,-236.13877143262818,109.0
2.0,0.990025,-135.0138590126077,-202.43046729262133,70.0
3.0,0.985074875,-88.26070188719626,-173.88802594126508,73.0
4.0,0.9801495006250001,-153.8126058695579,-169.87294192692366,146.0
5.0,0.9752487531218751,-87.06033457224623,-156.07084070114408,57.0
6.0,0.9703725093562657,-122.00667060720514,-151.20453068772423,89.0
7.0,0.9655206468094844,-121.93964654000885,-147.54642016925982,96.0
8.0,0.960693043575437,-164.38586140675187,-149.41746919564784,81.0
9.0,0.9558895783575597,-379.2857907669056,-172.40430135277362,99.0
10.0,0.9511101304657719,-273.3636857219287,-181.58242720451497,101.0
11.0,0.946354579813443,-125.63064541932256,-176.9197787224156,79.0
12.0,0.9416228069143757,-130.78626057910307,-173.3710465575454,90.0
13.0,0.9369146928798039,-95.24268381068048,-167.79044921848362,127.0
14.0,0.9322301194154049,-378.17917774971147,-181.81636445389879,91.0
15.0,0.9275689688183278,-73.47309939885253,-175.0449103879584,64.0
16.0,0.9229311239742362,-66.92760859025198,-168.68506910574038,68.0
17.0,0.918316468354365,-87.16907673319447,-164.15640286282115,67.0
18.0,0.9137248860125932,-126.59218313728111,-162.1793386667401,99.0
19.0,0.9091562615825302,-131.8876880378258,-160.66475613529437,125.0
20.0,0.9046104802746175,-178.59851754757437,-161.51874477397436,99.0
21.0,0.9000874278732445,-110.64736376491012,-159.20640927356237,134.0
22.0,0.8955869907338783,-112.30503944003767,-157.16721928080042,110.0
23.0,0.8911090557802088,-116.60960584619545,-155.47731872102523,81.0
24.0,0.8866535105013078,-116.77526356996958,-153.92923651498302,76.0
25.0,0.8822202429488013,-84.03795767951658,-151.2411104059266,88.0
26.0,0.8778091417340573,-167.2617596898922,-151.83446778681423,87.0
27.0,0.8734200960253871,-180.44456948892446,-152.85625713331817,122.0
28.0,0.8690529955452602,-113.68786635222743,-151.50562296845297,88.0
29.0,0.8647077305675338,-243.45901831177753,-154.57073614656377,91.0
30.0,0.8603841919146962,-137.54684523216798,-154.02157837513167,79.0
31.0,0.8560822709551227,-0.951794155239611,-149.23814761826003,116.0
